Truth,Predicted
-0.13486515400802335,-0.28231473602053247518
-0.4407393232982203,-0.48845074196827481527
-0.5172078656207695,-0.5092667668354180499
-0.2431955889649681,-0.3783464757044299187
0.5915859980561944,1.1337496925183709884
0.8401087606044794,0.42066225738813728396
5.160581401828511,5.2582882276203326555
0.06905095885210795,-0.05355224432113432631
-0.3833879165563084,-0.36470564940865263237
-0.5681868938358023,-0.4297102836531642711
-0.46622883740573673,-0.5097390155408996204
-0.5299526226745277,-0.5096767529029783139
-0.4980907300401322,-0.5236531292894316403
-0.41524980919070387,-0.43707350579694304038
0.024444309163954226,-0.26738675928897887024
-0.35789840244879195,-0.291809406612546951
-0.19221656074993526,-0.22202394609457468122
-0.5618145153089232,-0.51233770150184321235
-0.5873040294164397,-0.5896197958836648656
-0.17947180369617707,-0.48786638774231289029
