Truth,Predicted
-0.5936719203065626,-0.8366900513774964132
-0.28303924282915166,-0.5881441105760364385
0.33822611212567005,0.41229397077106949565
-0.28303924282915166,-0.34712636040230021583
-1.5255699527387951,-1.2596440045054317913
1.8913894995127243,0.48382866327603918366
0.33822611212567005,0.532302188442367763
-0.5936719203065626,-0.6911180491992503505
-0.9043045977839734,-0.048074119713808746712
1.5807568220353134,-0.10806925395278535462
-0.28303924282915166,-0.18925933443088638342
-0.28303924282915166,0.26501616505555580794
0.027593434648259196,-0.00879105121399182711
0.648858789603081,1.2098866070163920572
-0.5936719203065626,-0.5577456636492633679
0.33822611212567005,1.1564880521908553757
1.5807568220353134,0.7389510131075925914
2.512654854467546,0.9579471230896404732
-0.28303924282915166,-0.43933534003544172375
-0.28303924282915166,1.2225611813504884129
-1.2149372752613843,-1.031625792887366444
-0.28303924282915166,-0.4505827289846808248
0.33822611212567005,1.1059613429653161187
1.8913894995127243,1.4072973834921622682
0.027593434648259196,0.35948967956328897744
-0.5936719203065626,-0.37943618674074763852
-0.5936719203065626,1.3108441108942849862
0.9594914670804918,0.52362924407953370665
-1.2149372752613843,-1.0535359313477266063
-0.28303924282915166,0.14777931386909834433
0.33822611212567005,-0.57100991717757920707
0.9594914670804918,1.5145274670411448259
2.823287531944957,0.80109263989716583687
-1.5255699527387951,-1.2293987459651181116
-0.5936719203065626,-0.55462467629700828997
0.648858789603081,0.8200334302842771095
0.33822611212567005,0.17820217297257193168
-0.28303924282915166,0.5348844859188151002
-0.5936719203065626,-0.9515767622977546747
0.9594914670804918,1.0061201199765008596
1.2701241445579026,1.2918362778854453055
0.9594914670804918,0.46845197044390984864
4.0658182418546005,0.65446522292425179934
1.2701241445579026,0.95404116737393207526
0.33822611212567005,-0.26837881847399569502
0.027593434648259196,0.6375876749968546475
-0.28303924282915166,-0.36298425193466204997
-0.9043045977839734,-0.78265560907022602155
-0.5936719203065626,-0.27534240383423991272
-0.28303924282915166,0.98789364224088327404
-0.28303924282915166,0.24736522654708964497
0.33822611212567005,0.17001523611973556882
-0.5936719203065626,0.22552657193870448427
2.2020221769901354,1.2332499120237958579
-0.5936719203065626,-0.73481172040447073623
0.33822611212567005,0.23585628632482477651
4.0658182418546005,1.5578633441395677295
1.2701241445579026,0.56090031866971812313
-0.5936719203065626,-0.13308068122480476436
-0.9043045977839734,-0.8029481977637469292
0.648858789603081,0.73371568764439121235
0.33822611212567005,0.22048905148177963542
-0.9043045977839734,-0.58437347160298602766
0.648858789603081,0.35926159987207018087
0.027593434648259196,0.14269477384062670411
0.9594914670804918,0.28436179266080796602
0.648858789603081,0.42379252412786710957
-0.28303924282915166,-0.19827750050864667575
0.9594914670804918,1.1833448972809434974
1.2701241445579026,0.9635669237362430861
1.2701241445579026,0.5870188300371930179
-0.28303924282915166,0.14495646767627967666
-0.28303924282915166,0.6515147613642902069
0.027593434648259196,0.15421941514949935592
-0.28303924282915166,-0.35894603792823243094
-0.5936719203065626,-0.36920753122981297967
-0.9043045977839734,-0.79337745294414063757
0.027593434648259196,0.9243631114449578634
0.33822611212567005,0.54793701387885584975
-0.28303924282915166,-0.082962734648109409674
0.648858789603081,0.41494291940557204157
-0.28303924282915166,-0.1523348630471435261
0.027593434648259196,0.65214217107527927553
-0.5936719203065626,0.19545915732234298012
0.027593434648259196,0.50610645320143476944
-0.28303924282915166,0.67027328431386679064
-0.28303924282915166,-0.11032362872908844931
-0.5936719203065626,0.3823948778002604354
-0.9043045977839734,-0.2870180564226447184
-1.5255699527387951,-1.39980700284225823
-0.9043045977839734,-0.9236840039897973309
-0.5936719203065626,-1.0988462819256621383
-1.2149372752613843,-1.1837243611374732577
0.9594914670804918,1.000744796924156077
-1.2149372752613843,-1.1703746802775156777
0.027593434648259196,0.86965557659014436354
0.9594914670804918,-0.31581688994249090818
-0.5936719203065626,0.050722228626241067095
-0.5936719203065626,-0.576953226708683542
-0.28303924282915166,-0.6675888276604978744
0.027593434648259196,0.026483889364807985944
-0.9043045977839734,-0.9698634839122060036
-0.28303924282915166,0.13019041794403687917
-0.5936719203065626,-0.42177989039734925525
0.648858789603081,0.2150719360004910985
0.027593434648259196,0.20152766686395862106
-0.9043045977839734,-0.4904862287806684984
0.648858789603081,0.6155719994849201404
-0.9043045977839734,-0.6812085355101472617
-0.9043045977839734,-1.2561218073668416473
-0.5936719203065626,0.45849826208428084984
-0.28303924282915166,0.34644747041183554526
-1.5255699527387951,-1.2964069673086242585
-0.28303924282915166,-0.5788053210734106502
-0.9043045977839734,-0.06867831671619688272
-0.5936719203065626,0.20640784306655149405
0.33822611212567005,0.49420721951988016984
0.648858789603081,0.6364254877438955127
-0.28303924282915166,-0.95012631932234170584
0.648858789603081,0.107179592368292872506
0.027593434648259196,0.70824473692582023965
0.33822611212567005,0.50842092120918691567
-1.836202630216206,-1.3913609456541955467
1.5807568220353134,0.91458821719238958536
-1.5255699527387951,-1.1319721815407008947
0.027593434648259196,0.68976989868917937265
-0.28303924282915166,0.27633508728646072328
0.9594914670804918,0.9130824936683744619
0.33822611212567005,0.18318439596995753083
0.027593434648259196,0.4394965285166446689
0.027593434648259196,-0.11659266833613787795
-0.28303924282915166,-0.22485945132078632991
-0.28303924282915166,0.16438767091750489113
-1.5255699527387951,-0.6851332604837164775
-0.5936719203065626,-0.5602468337068068349
0.027593434648259196,0.36270766752304889335
0.33822611212567005,1.1317523419728547918
-0.28303924282915166,0.45358859289190145425
-0.28303924282915166,0.24426867110602973332
1.5807568220353134,0.41927031634836114948
-0.5936719203065626,-0.19927704451712527356
0.027593434648259196,0.7930989535431332005
0.33822611212567005,0.5480632003529813945
-0.5936719203065626,0.12996628614115499079
-0.9043045977839734,-0.8459280928920650533
-0.5936719203065626,-0.29291714159559512076
0.027593434648259196,0.61439485551250438977
0.648858789603081,-0.26889688387579008255
0.027593434648259196,0.39725942872216318813
1.2701241445579026,1.1579150795171853083
-0.5936719203065626,0.38010673181989407254
0.33822611212567005,-0.12412179548292151532
-0.5936719203065626,-0.1522185650299447135
-0.5936719203065626,-0.34577032588421457993
0.648858789603081,0.32846161103803106496
-1.5255699527387951,-1.1938326208682958907
-0.28303924282915166,0.3484281170964331209
0.027593434648259196,0.08052449045811994888
0.648858789603081,0.9702659406124165553
0.9594914670804918,0.72343374608817834215
0.33822611212567005,0.76948393283314364677
-0.9043045977839734,-0.64531982377161112296
0.027593434648259196,0.41867576128677430614
2.2020221769901354,0.9101981065380518876
-0.5936719203065626,-0.5215036108960277028
0.9594914670804918,0.6612279929782833854
1.5807568220353134,1.6247266196295251373
-1.836202630216206,-1.293312654600312861
0.027593434648259196,0.5454633687235465045
-0.9043045977839734,-0.7592757561300726987
-0.9043045977839734,-1.0829548872883032473
